date,exalus,exjpus,exukus
12-Dec-91,1.2968,129.24,0.5533
13-Dec-91,1.2979,128.8,0.5499
16-Dec-91,1.2937,128.47,0.5491
17-Dec-91,1.2925,128.6,0.5488
18-Dec-91,1.2935,128.45,0.5479
19-Dec-91,1.2962,128.33,0.5457
20-Dec-91,1.3038,127.57,0.5376
23-Dec-91,1.3151,126.55,0.5329
24-Dec-91,1.3156,127.55,0.5346
25-Dec-91,,,
26-Dec-91,1.3144,126.78,0.5308
27-Dec-91,1.3116,125.57,0.5328
30-Dec-91,1.3163,125.75,0.5358
31-Dec-91,1.317,124.9,0.5359
1-Jan-92,,,
2-Jan-92,1.3219,124.5,0.5353
3-Jan-92,1.3207,124.8,0.542
6-Jan-92,1.3087,124.1,0.5328
7-Jan-92,1.3243,124.4,0.5345
8-Jan-92,1.3221,124.9,0.5345
9-Jan-92,1.3396,125.4,0.5461
10-Jan-92,1.3578,127.05,0.558
13-Jan-92,1.3477,126.85,0.5551
14-Jan-92,1.3408,126.8,0.559
15-Jan-92,1.3486,128.4,0.5705
16-Jan-92,1.3479,128.28,0.568
17-Jan-92,1.3459,127.45,0.5627
20-Jan-92,,,
21-Jan-92,1.3326,123.2,0.5534
22-Jan-92,1.331,123.22,0.5536
23-Jan-92,1.3425,123.9,0.5571
24-Jan-92,1.3517,123.42,0.5539
27-Jan-92,1.3545,125.4,0.5631
28-Jan-92,1.3435,125.62,0.5573
29-Jan-92,1.3457,125.45,0.5537
30-Jan-92,1.3369,126,0.564
31-Jan-92,1.3296,125.55,0.559
3-Feb-92,1.3291,125.95,0.5557
4-Feb-92,1.3351,126.15,0.5551
5-Feb-92,1.341,125.83,0.5536
6-Feb-92,1.3369,125.65,0.5493
7-Feb-92,1.3316,125.22,0.5442
10-Feb-92,1.3367,126.7,0.5478
11-Feb-92,1.3316,126.93,0.5552
12-Feb-92,1.3308,127.68,0.5596
13-Feb-92,1.3271,127.68,0.5642
14-Feb-92,1.3263,127.93,0.5655
17-Feb-92,,,
18-Feb-92,1.3261,128,0.5711
19-Feb-92,1.3207,128.4,0.5708
20-Feb-92,1.3231,128.65,0.5714
21-Feb-92,1.3273,128.72,0.5726
24-Feb-92,1.3316,129.1,0.5721
25-Feb-92,1.3289,129.45,0.5695
26-Feb-92,1.3356,129.68,0.5729
27-Feb-92,1.3275,129.41,0.5701
28-Feb-92,1.3266,129.15,0.5695
2-Mar-92,1.3254,129.63,0.57
3-Mar-92,1.3286,130.84,0.575
4-Mar-92,1.3296,132.11,0.5804
5-Mar-92,1.3259,131.85,0.5828
6-Mar-92,1.3242,131.76,0.5821
9-Mar-92,1.3215,131.92,0.5806
10-Mar-92,1.3208,132.88,0.5834
11-Mar-92,1.325,133.45,0.5796
12-Mar-92,1.327,134.25,0.5858
13-Mar-92,1.325,133.6,0.5843
16-Mar-92,1.3247,133.98,0.5831
17-Mar-92,1.3205,133.45,0.5777
18-Mar-92,1.3154,132.05,0.577
19-Mar-92,1.316,133.27,0.5845
20-Mar-92,1.317,134.15,0.5862
23-Mar-92,1.3149,133.7,0.5831
24-Mar-92,1.3134,133.69,0.5814
25-Mar-92,1.3092,133.35,0.5774
26-Mar-92,1.308,133.95,0.5807
27-Mar-92,1.3057,133.12,0.5749
30-Mar-92,1.3038,133.06,0.577
31-Mar-92,1.2987,132.92,0.5759
1-Apr-92,1.3045,134.5,0.5792
2-Apr-92,1.305,133.83,0.5782
3-Apr-92,1.3046,133.25,0.5737
6-Apr-92,1.3103,132.72,0.5714
7-Apr-92,1.311,133.28,0.5716
8-Apr-92,1.3167,132.6,0.5719
9-Apr-92,1.311,132.23,0.5669
10-Apr-92,1.3094,132.9,0.5665
13-Apr-92,1.3092,133.28,0.5675
14-Apr-92,1.3053,132.79,0.5647
15-Apr-92,1.3072,133.39,0.5695
16-Apr-92,1.3043,133.9,0.5722
17-Apr-92,1.3038,134,0.5731
20-Apr-92,1.3019,134.5,0.5739
21-Apr-92,1.308,134.23,0.5724
22-Apr-92,1.3115,134.15,0.5674
23-Apr-92,1.321,134.53,0.5669
24-Apr-92,1.3263,134.53,0.5643
27-Apr-92,1.3224,133.13,0.5618
28-Apr-92,1.3242,133.33,0.5634
29-Apr-92,1.3177,133.5,0.565
30-Apr-92,1.3219,133.3,0.5634
1-May-92,1.3236,132.75,0.5599
4-May-92,1.3266,132.7,0.5609
5-May-92,1.3189,133.07,0.5613
6-May-92,1.3242,132.5,0.5573
7-May-92,1.331,132.7,0.5566
8-May-92,1.3261,133.4,0.5594
11-May-92,1.3328,133.17,0.5578
12-May-92,1.3293,130.5,0.5516
13-May-92,1.3289,130.4,0.5516
14-May-92,1.3203,130.2,0.5488
15-May-92,1.3203,130.25,0.5499
18-May-92,1.3187,128.8,0.5448
19-May-92,1.3201,129.1,0.5436
20-May-92,1.3217,129.58,0.5462
21-May-92,1.3189,130.25,0.5504
22-May-92,1.3205,129.4,0.5512
25-May-92,,,
26-May-92,1.3184,129.33,0.547
27-May-92,1.3193,129.95,0.5552
28-May-92,1.3189,129.62,0.5536
29-May-92,1.3214,127.75,0.5467
1-Jun-92,1.3203,127.45,0.5486
2-Jun-92,1.3201,127.53,0.5481
3-Jun-92,1.3106,127.8,0.5501
4-Jun-92,1.3108,127.57,0.5479
5-Jun-92,1.3106,126.8,0.5447
8-Jun-92,1.3089,127.2,0.5453
9-Jun-92,1.3104,127.55,0.5457
10-Jun-92,1.3129,127.65,0.5456
11-Jun-92,1.313,126.75,0.5417
12-Jun-92,1.3182,126.65,0.5401
15-Jun-92,1.3271,126.8,0.5388
16-Jun-92,1.3273,126.7,0.5376
17-Jun-92,1.3289,127.05,0.5397
18-Jun-92,1.3254,126.65,0.536
19-Jun-92,1.3294,126.93,0.5378
22-Jun-92,1.3342,127.1,0.5372
23-Jun-92,1.3301,127.23,0.5366
24-Jun-92,1.3301,126.68,0.5328
25-Jun-92,1.3333,125.45,0.5288
26-Jun-92,1.3396,125.72,0.5288
29-Jun-92,1.3385,125.25,0.5244
30-Jun-92,1.3374,125.87,0.5253
1-Jul-92,1.3389,124.92,0.5233
2-Jul-92,1.3475,124.6,0.5214
3-Jul-92,1.3434,124.8,0.524
6-Jul-92,1.3428,124.55,0.5235
7-Jul-92,1.3448,124.42,0.5195
8-Jul-92,1.3394,124.85,0.521
9-Jul-92,1.3439,125.8,0.5274
10-Jul-92,1.3399,125.4,0.5206
13-Jul-92,1.3412,124.95,0.5184
14-Jul-92,1.3389,126,0.5227
15-Jul-92,1.3439,125,0.5193
16-Jul-92,1.3455,125.45,0.5167
17-Jul-92,1.3435,124.55,0.513
20-Jul-92,1.3414,125.25,0.5214
21-Jul-92,1.3396,125.3,0.5237
22-Jul-92,1.3369,126.9,0.5253
23-Jul-92,1.3367,126.63,0.5227
24-Jul-92,1.3405,127.67,0.5267
27-Jul-92,1.3446,127.73,0.5219
28-Jul-92,1.3444,127.58,0.5184
29-Jul-92,1.3446,127.93,0.5215
30-Jul-92,1.3439,127.65,0.521
31-Jul-92,1.3435,127.35,0.5208
3-Aug-92,1.3443,127.28,0.5198
4-Aug-92,1.3488,127.25,0.5204
5-Aug-92,1.3581,127.4,0.5227
6-Aug-92,1.3565,127.75,0.5244
7-Aug-92,1.3565,127.5,0.5184
10-Aug-92,1.3559,128.05,0.5189
11-Aug-92,1.3723,128.05,0.5204
12-Aug-92,1.3924,127.72,0.5187
13-Aug-92,1.3914,127.27,0.5179
14-Aug-92,1.3868,126.25,0.5219
17-Aug-92,1.3833,125.75,0.5193
18-Aug-92,1.3883,126.25,0.5183
19-Aug-92,1.3784,126.3,0.5168
20-Aug-92,1.385,126.32,0.5157
21-Aug-92,1.3875,126.07,0.5135
24-Aug-92,1.4011,124.68,0.5014
25-Aug-92,1.4061,124.9,0.503
26-Aug-92,1.3988,124.95,0.5034
27-Aug-92,1.3957,124.9,0.506
28-Aug-92,1.3947,123.26,0.5044
31-Aug-92,1.3974,122.95,0.5027
1-Sep-92,1.3939,122.95,0.501
2-Sep-92,1.3926,123,0.4991
3-Sep-92,1.3889,124,0.5043
4-Sep-92,1.3889,123.22,0.5014
7-Sep-92,,,
8-Sep-92,1.4029,122.68,0.4993
9-Sep-92,1.3922,123.23,0.5063
10-Sep-92,1.3841,122.98,0.5061
11-Sep-92,1.3785,124.23,0.5199
14-Sep-92,1.3641,124.25,0.5287
15-Sep-92,1.3678,124.38,0.5343
16-Sep-92,1.3695,124.95,0.5522
17-Sep-92,1.3667,124.43,0.5613
18-Sep-92,1.3652,124.63,0.5757
21-Sep-92,1.378,123.72,0.5839
22-Sep-92,1.3822,121.2,0.5854
23-Sep-92,1.385,120.15,0.5853
24-Sep-92,1.3826,120.7,0.5851
25-Sep-92,1.3841,120.5,0.5834
28-Sep-92,1.3957,119.58,0.5782
29-Sep-92,1.4025,119.75,0.5653
30-Sep-92,1.4008,120,0.5621
1-Oct-92,1.4004,120,0.5767
2-Oct-92,1.3957,119.35,0.5862
5-Oct-92,1.3879,119.65,0.5879
6-Oct-92,1.3866,119.92,0.5839
7-Oct-92,1.39,120.02,0.5822
8-Oct-92,1.3873,120.97,0.5919
9-Oct-92,1.3935,122,0.5891
12-Oct-92,,,
13-Oct-92,1.3847,121.5,0.5834
14-Oct-92,1.3845,121.02,0.5849
15-Oct-92,1.3843,120.4,0.5882
16-Oct-92,1.3897,119.85,0.604
19-Oct-92,1.3914,119.85,0.6135
20-Oct-92,1.3986,121.95,0.616
21-Oct-92,1.392,121.8,0.6198
22-Oct-92,1.3887,120.75,0.6175
23-Oct-92,1.392,121.77,0.62
26-Oct-92,1.4,122.03,0.6303
27-Oct-92,1.4194,122.48,0.6339
28-Oct-92,1.4362,122.5,0.6337
29-Oct-92,1.442,123.36,0.6369
30-Oct-92,1.4384,123.3,0.64
2-Nov-92,1.4472,123.95,0.6523
3-Nov-92,1.4388,122.25,0.646
4-Nov-92,1.4474,122.8,0.6437
5-Nov-92,1.4351,122.67,0.6502
6-Nov-92,1.428,123.2,0.6508
9-Nov-92,1.4306,123.9,0.6579
10-Nov-92,1.4514,124.4,0.6609
11-Nov-92,,,
12-Nov-92,1.442,124.12,0.6566
13-Nov-92,1.4418,123.85,0.6456
16-Nov-92,1.4533,124.85,0.6588
17-Nov-92,1.4616,124.55,0.6583
18-Nov-92,1.4533,124.38,0.6577
19-Nov-92,1.4622,123.55,0.6527
20-Nov-92,1.4613,124.22,0.6575
23-Nov-92,1.4635,124.18,0.659
24-Nov-92,1.4603,124.1,0.6583
25-Nov-92,1.4501,123.93,0.6557
26-Nov-92,,,
27-Nov-92,1.4507,124.4,0.6625
30-Nov-92,1.4658,124.42,0.6607
1-Dec-92,1.4613,124.4,0.6515
2-Dec-92,1.4643,124.41,0.646
3-Dec-92,1.452,124.67,0.639
4-Dec-92,1.4459,124.9,0.6423
7-Dec-92,1.4443,124.44,0.6305
8-Dec-92,1.4422,124,0.626
9-Dec-92,1.4405,124.1,0.6371
10-Dec-92,1.4507,123.73,0.6423
11-Dec-92,1.4489,123.89,0.6419
14-Dec-92,1.455,123.85,0.639
15-Dec-92,1.4533,124.1,0.6384
16-Dec-92,1.4518,122.9,0.634
17-Dec-92,1.4505,123.1,0.6353
18-Dec-92,1.4459,123.28,0.6386
21-Dec-92,1.443,122.97,0.6394
22-Dec-92,1.4472,123.52,0.65
23-Dec-92,1.4484,123.85,0.6553
24-Dec-92,1.4468,123.9,0.6566
25-Dec-92,,,
28-Dec-92,1.4524,124.75,0.6616
29-Dec-92,1.4503,124.7,0.6612
30-Dec-92,1.4505,124.59,0.6614
31-Dec-92,1.4514,124.85,0.6609
1-Jan-93,,,
4-Jan-93,1.4667,125.4,0.6662
5-Jan-93,1.4848,125.11,0.6472
6-Jan-93,1.4925,125.1,0.6488
7-Jan-93,1.4948,125.25,0.651
8-Jan-93,1.4881,125.27,0.6494
11-Jan-93,1.4846,125.05,0.6437
12-Jan-93,1.4846,125.3,0.6494
13-Jan-93,1.4939,126.03,0.6494
14-Jan-93,1.493,125.75,0.6498
15-Jan-93,1.4837,126.1,0.6536
18-Jan-93,,,
19-Jan-93,1.4874,125.55,0.646
20-Jan-93,1.4948,124.9,0.6487
21-Jan-93,1.5026,125,0.659
22-Jan-93,1.4881,124.85,0.6527
25-Jan-93,1.4881,123.28,0.6416
26-Jan-93,1.4815,123.63,0.65
27-Jan-93,1.4848,124.1,0.6603
28-Jan-93,1.468,124.23,0.6594
29-Jan-93,1.4721,124.97,0.6732
1-Feb-93,1.4804,124.95,0.6878
2-Feb-93,1.4745,124.86,0.6916
3-Feb-93,1.471,124.33,0.6971
4-Feb-93,1.4736,124.58,0.6919
5-Feb-93,1.4789,124.43,0.6908
8-Feb-93,1.4939,124.02,0.6947
9-Feb-93,1.4925,121.38,0.6988
10-Feb-93,1.4914,120.97,0.7015
11-Feb-93,1.4784,120.5,0.7052
12-Feb-93,1.4762,120.9,0.7055
15-Feb-93,,,
16-Feb-93,1.4554,119.8,0.6908
17-Feb-93,1.4569,119.4,0.6926
18-Feb-93,1.4539,119.6,0.6916
19-Feb-93,1.4493,119.11,0.6885
22-Feb-93,1.4474,116.45,0.6876
23-Feb-93,1.4368,116.65,0.6856
24-Feb-93,1.4366,116.9,0.6957
25-Feb-93,1.4409,117.5,0.6993
26-Feb-93,1.4378,118.1,0.7035
1-Mar-93,1.418,118.75,0.6962
2-Mar-93,1.4144,117.77,0.6908
3-Mar-93,1.4178,117.25,0.6901
4-Mar-93,1.4035,116.8,0.688
5-Mar-93,1.413,117.65,0.6911
8-Mar-93,1.416,116.62,0.6918
9-Mar-93,1.4265,117.4,0.6971
10-Mar-93,1.4196,118.12,0.6983
11-Mar-93,1.415,117.57,0.6969
12-Mar-93,1.4069,117.8,0.6978
15-Mar-93,1.4223,118.45,0.6974
16-Mar-93,1.4182,116.9,0.6923
17-Mar-93,1.4092,117.25,0.6892
18-Mar-93,1.4011,116.88,0.6777
19-Mar-93,1.3972,115.95,0.6715
22-Mar-93,1.3992,115.67,0.6722
23-Mar-93,1.4215,115.7,0.6742
24-Mar-93,1.418,116.88,0.6748
25-Mar-93,1.4106,117.3,0.6783
26-Mar-93,1.4104,116.4,0.6709
29-Mar-93,1.4128,116.77,0.671
30-Mar-93,1.4069,116.62,0.6689
31-Mar-93,1.4196,114.9,0.6627
1-Apr-93,1.4347,114.1,0.6553
2-Apr-93,1.4347,114.2,0.6609
5-Apr-93,1.4247,113.6,0.6579
6-Apr-93,1.4211,114,0.6611
7-Apr-93,1.4174,113.7,0.6606
8-Apr-93,1.41,113.45,0.6556
9-Apr-93,1.4114,113.2,0.6544
12-Apr-93,1.4055,112.75,0.6461
13-Apr-93,1.3937,113.4,0.6416
14-Apr-93,1.3864,113.9,0.6443
15-Apr-93,1.3872,113.4,0.6481
16-Apr-93,1.3959,112.63,0.6555
19-Apr-93,1.3904,111.03,0.6502
20-Apr-93,1.3972,110.8,0.6483
21-Apr-93,1.3986,111.1,0.6509
22-Apr-93,1.4051,110.05,0.646
23-Apr-93,1.4021,110.62,0.6347
26-Apr-93,1.387,110.45,0.6289
27-Apr-93,1.3947,111.25,0.6339
28-Apr-93,1.4025,112.4,0.6365
29-Apr-93,1.4019,111.75,0.6367
30-Apr-93,1.4194,111.27,0.6371
3-May-93,1.4162,110.9,0.6406
4-May-93,1.4323,110.3,0.6368
5-May-93,1.4302,110.25,0.6386
6-May-93,1.4209,110.3,0.6369
7-May-93,1.4118,110.35,0.6363
10-May-93,1.4233,111.75,0.6515
11-May-93,1.43,111.05,0.6485
12-May-93,1.4276,111.5,0.6519
13-May-93,1.4174,111.7,0.6555
14-May-93,1.4243,110.85,0.65
17-May-93,1.4243,111.4,0.6527
18-May-93,1.4468,111.59,0.653
19-May-93,1.444,110.52,0.649
20-May-93,1.4422,110.5,0.6425
21-May-93,1.4393,110.43,0.6487
24-May-93,1.4407,110.35,0.6515
25-May-93,1.4284,109.5,0.6485
26-May-93,1.4318,108.65,0.6468
27-May-93,1.4424,107.8,0.6433
28-May-93,1.4573,107.17,0.6408
31-May-93,,,
1-Jun-93,1.4771,107.23,0.6447
2-Jun-93,1.4749,107.68,0.6489
3-Jun-93,1.468,107.4,0.6496
4-Jun-93,1.4815,107.75,0.6592
7-Jun-93,1.4852,107.36,0.6568
8-Jun-93,1.4963,106.3,0.659
9-Jun-93,1.4826,106.55,0.6601
10-Jun-93,1.4786,106.16,0.6583
11-Jun-93,1.4717,106.1,0.656
14-Jun-93,1.4815,105.15,0.6549
15-Jun-93,1.4782,105.6,0.657
16-Jun-93,1.4782,106.6,0.6651
17-Jun-93,1.483,106.75,0.6603
18-Jun-93,1.476,109.5,0.6684
21-Jun-93,1.4599,111.05,0.672
22-Jun-93,1.4624,111.35,0.677
23-Jun-93,1.4841,109.15,0.6795
24-Jun-93,1.493,109.25,0.6814
25-Jun-93,1.4939,106.15,0.6767
28-Jun-93,1.4977,106.05,0.6698
29-Jun-93,1.4937,107.13,0.6653
30-Jun-93,1.5008,106.8,0.6698
1-Jul-93,1.5008,107.85,0.6638
2-Jul-93,1.4943,108.7,0.6633
5-Jul-93,,,
6-Jul-93,1.478,108.28,0.6624
7-Jul-93,1.4723,107.7,0.6696
8-Jul-93,1.4603,108.75,0.669
9-Jul-93,1.4654,109.67,0.6766
12-Jul-93,1.4717,109.65,0.6766
13-Jul-93,1.476,108.34,0.6698
14-Jul-93,1.476,107.5,0.6661
15-Jul-93,1.4706,108.25,0.6719
16-Jul-93,1.4734,107.8,0.6759
19-Jul-93,1.4771,108.5,0.6673
20-Jul-93,1.4771,108.4,0.6662
21-Jul-93,1.476,108.5,0.6598
22-Jul-93,1.4771,106.9,0.6629
23-Jul-93,1.4749,106.8,0.6683
26-Jul-93,1.4728,106.9,0.666
27-Jul-93,1.4765,106.35,0.6716
28-Jul-93,1.4797,105.33,0.6691
29-Jul-93,1.4769,106.3,0.6729
30-Jul-93,1.4535,105.05,0.6734
2-Aug-93,1.4503,104.35,0.6713
3-Aug-93,1.4493,104.43,0.6647
4-Aug-93,1.4535,104.8,0.6664
5-Aug-93,1.4565,104.25,0.6707
6-Aug-93,1.4717,104.45,0.6673
9-Aug-93,1.4695,104.93,0.6699
10-Aug-93,1.4577,104.67,0.6756
11-Aug-93,1.4656,103.68,0.6786
12-Aug-93,1.4749,103.17,0.6835
13-Aug-93,1.4749,102.18,0.6852
16-Aug-93,1.4717,101.1,0.6739
17-Aug-93,1.4854,101.55,0.6718
18-Aug-93,1.4821,101.6,0.6617
19-Aug-93,1.4821,103.95,0.6645
20-Aug-93,1.4769,104.85,0.6614
23-Aug-93,1.5004,103.12,0.6661
24-Aug-93,1.4948,103.73,0.6684
25-Aug-93,1.4903,104.95,0.6749
26-Aug-93,1.4921,104.4,0.6671
27-Aug-93,1.5015,104,0.6664
30-Aug-93,1.491,103.94,0.6709
31-Aug-93,1.4903,104.73,0.6726
1-Sep-93,1.497,105.7,0.6633
2-Sep-93,1.5244,106,0.6661
3-Sep-93,1.5425,105.05,0.6552
6-Sep-93,,,
7-Sep-93,1.5389,104.05,0.6483
8-Sep-93,1.5198,105.64,0.6496
9-Sep-93,1.5256,105.2,0.6452
10-Sep-93,1.5399,106.2,0.6454
13-Sep-93,1.5361,106.3,0.6485
14-Sep-93,1.548,105.85,0.6467
15-Sep-93,1.5392,106.3,0.6447
16-Sep-93,1.5366,104.45,0.6523
17-Sep-93,1.5356,104.5,0.6517
20-Sep-93,1.5394,104.31,0.6529
21-Sep-93,1.5291,106.5,0.6653
22-Sep-93,1.5267,106.5,0.658
23-Sep-93,1.5361,106.07,0.6642
24-Sep-93,1.5286,106.05,0.6661
27-Sep-93,1.5385,105.9,0.6612
28-Sep-93,1.5444,105.25,0.66
29-Sep-93,1.5504,105.2,0.6614
30-Sep-93,1.5504,106.05,0.6684
1-Oct-93,1.5444,106.05,0.6645
4-Oct-93,1.548,105.8,0.6605
5-Oct-93,1.5468,105.57,0.6594
6-Oct-93,1.5279,105.6,0.6554
7-Oct-93,1.5267,105.15,0.657
8-Oct-93,1.5198,105.57,0.6514
11-Oct-93,,,
12-Oct-93,1.5175,105.95,0.6527
13-Oct-93,1.5122,106.02,0.6569
14-Oct-93,1.5083,107.43,0.6611
15-Oct-93,1.5106,107.08,0.6614
18-Oct-93,1.5129,107.47,0.6676
19-Oct-93,1.5056,107.07,0.6701
20-Oct-93,1.497,107.31,0.6715
21-Oct-93,1.4925,108.35,0.6728
22-Oct-93,1.4948,108.16,0.6791
25-Oct-93,1.4941,108.36,0.6728
26-Oct-93,1.499,108.14,0.677
27-Oct-93,1.5013,108.47,0.6765
28-Oct-93,1.4993,108.5,0.6757
29-Oct-93,1.5026,108.35,0.672
1-Nov-93,1.4837,108.28,0.6754
2-Nov-93,1.4859,107.57,0.6745
3-Nov-93,1.4793,107.3,0.6754
4-Nov-93,1.4865,108.27,0.6762
5-Nov-93,1.4843,108.2,0.6727
8-Nov-93,1.4925,108.07,0.6753
9-Nov-93,1.4981,108.26,0.6811
10-Nov-93,1.5094,107.28,0.6778
11-Nov-93,,,
12-Nov-93,1.5191,106.3,0.6749
15-Nov-93,1.5298,106.9,0.6708
16-Nov-93,1.5225,106.73,0.6743
17-Nov-93,1.5083,107,0.6773
18-Nov-93,1.511,107.1,0.6768
19-Nov-93,1.5117,108.3,0.6797
22-Nov-93,1.5133,108.27,0.6782
23-Nov-93,1.5083,108.45,0.6725
24-Nov-93,1.5049,108.15,0.672
25-Nov-93,,,
26-Nov-93,1.5106,108.75,0.6759
29-Nov-93,1.5156,109.27,0.672
30-Nov-93,1.5188,109.08,0.6733
1-Dec-93,1.5198,108.7,0.6754
2-Dec-93,1.5015,108.74,0.6746
3-Dec-93,1.4948,108.46,0.6711
6-Dec-93,1.4903,108.23,0.6673
7-Dec-93,1.5004,107.6,0.6705
8-Dec-93,1.4881,108.62,0.6689
9-Dec-93,1.4903,108.75,0.6691
10-Dec-93,1.4899,109.18,0.6691
13-Dec-93,1.4892,108.98,0.671
14-Dec-93,1.4863,109.38,0.672
15-Dec-93,1.4865,109.66,0.6743
16-Dec-93,1.4837,109.72,0.6718
17-Dec-93,1.4728,110.1,0.6707
20-Dec-93,1.4738,110.55,0.6732
21-Dec-93,1.4723,111.08,0.6717
22-Dec-93,1.4706,110.57,0.6691
23-Dec-93,1.4769,110.55,0.6648
24-Dec-93,1.4743,110.95,0.6653
27-Dec-93,1.4738,111.53,0.6651
28-Dec-93,1.4732,111.35,0.6635
29-Dec-93,1.4837,111.6,0.6707
30-Dec-93,1.4789,112,0.6774
31-Dec-93,1.4743,111.7,0.6768
3-Jan-94,1.462,112.5,0.6775
4-Jan-94,1.4609,112.75,0.6739
5-Jan-94,1.4577,113.1,0.6725
6-Jan-94,1.462,112.75,0.6732
7-Jan-94,1.4567,111.97,0.6711
10-Jan-94,1.4567,112.38,0.6701
11-Jan-94,1.4482,112.35,0.6709
12-Jan-94,1.4489,112.4,0.6659
13-Jan-94,1.4476,111.92,0.6686
14-Jan-94,1.4493,111.24,0.6706
17-Jan-94,,,
18-Jan-94,1.4368,110.75,0.6682
19-Jan-94,1.4265,110.85,0.6707
20-Jan-94,1.4217,111.6,0.6667
21-Jan-94,1.4235,111.25,0.669
24-Jan-94,1.4225,111.8,0.6709
25-Jan-94,1.4124,111.15,0.6698
26-Jan-94,1.4114,110.28,0.6693
27-Jan-94,1.4104,109.62,0.6698
28-Jan-94,1.4112,109.45,0.6669
31-Jan-94,1.4114,108.72,0.6664
1-Feb-94,1.3957,108.05,0.6653
2-Feb-94,1.3986,108.03,0.6688
3-Feb-94,1.3986,108.18,0.6698
4-Feb-94,1.3996,108.98,0.6761
7-Feb-94,1.3986,108.56,0.6745
8-Feb-94,1.3928,108.66,0.6794
9-Feb-94,1.3937,107.89,0.6842
10-Feb-94,1.3928,108.45,0.6839
11-Feb-94,1.399,107.67,0.6827
14-Feb-94,1.4055,104.08,0.6799
15-Feb-94,1.4114,103.95,0.678
16-Feb-94,1.4055,103.8,0.6777
17-Feb-94,1.3986,104.2,0.677
18-Feb-94,1.4015,104.15,0.6761
21-Feb-94,,,
22-Feb-94,1.3899,105.27,0.6764
23-Feb-94,1.3803,105.8,0.6777
24-Feb-94,1.3803,105.15,0.6735
25-Feb-94,1.3866,104.63,0.6723
28-Feb-94,1.4045,104.22,0.6723
1-Mar-94,1.3992,104.8,0.6732
2-Mar-94,1.4168,103.7,0.6692
3-Mar-94,1.4164,103.73,0.6683
4-Mar-94,1.4006,105.6,0.6714
7-Mar-94,1.3908,105.73,0.6702
8-Mar-94,1.3947,105.3,0.6722
9-Mar-94,1.4002,105.88,0.6705
10-Mar-94,1.4104,105.7,0.6663
11-Mar-94,1.4081,105.05,0.6662
14-Mar-94,1.3922,106,0.6692
15-Mar-94,1.3928,105.97,0.67
16-Mar-94,1.4025,105.85,0.6699
17-Mar-94,1.4035,105.82,0.669
18-Mar-94,1.4031,106.05,0.67
21-Mar-94,1.4108,106.25,0.6739
22-Mar-94,1.4094,106,0.6727
23-Mar-94,1.4079,106.4,0.6695
24-Mar-94,1.4094,105.52,0.669
25-Mar-94,1.4065,104.85,0.6678
28-Mar-94,1.4059,104.12,0.6682
29-Mar-94,1.419,103.45,0.6734
30-Mar-94,1.4306,103.07,0.6746
31-Mar-94,1.4255,102.4,0.672
1-Apr-94,1.4158,103.75,0.6787
4-Apr-94,1.4184,103.3,0.6812
5-Apr-94,1.4219,103.85,0.6839
6-Apr-94,1.4194,104.45,0.6809
7-Apr-94,1.4035,104.85,0.681
8-Apr-94,1.3812,105.02,0.6774
11-Apr-94,1.3837,103.45,0.6796
12-Apr-94,1.3822,103.62,0.6782
13-Apr-94,1.386,103.57,0.677
14-Apr-94,1.3831,104.15,0.6773
15-Apr-94,1.3831,103.6,0.6789
18-Apr-94,1.3937,103.4,0.6791
19-Apr-94,1.3986,103.23,0.6768
20-Apr-94,1.3963,103.3,0.673
21-Apr-94,1.4015,103.65,0.669
22-Apr-94,1.3918,103.6,0.672
25-Apr-94,1.3951,103.26,0.6705
26-Apr-94,1.3883,102.95,0.665
27-Apr-94,1.3966,102.35,0.6642
28-Apr-94,1.4045,101.77,0.6633
29-Apr-94,1.4015,102.05,0.6615
2-May-94,1.4055,101.79,0.6585
3-May-94,1.4164,101.2,0.6609
4-May-94,1.4051,102,0.6669
5-May-94,1.399,102.7,0.6676
6-May-94,1.3976,102.72,0.6696
9-May-94,1.3908,102.7,0.6678
10-May-94,1.3808,104,0.6709
11-May-94,1.3848,104.42,0.6706
12-May-94,1.3937,104.23,0.6669
13-May-94,1.3843,104.9,0.6673
16-May-94,1.3774,104.8,0.6656
17-May-94,1.3746,104.37,0.6638
18-May-94,1.3736,103.55,0.6629
19-May-94,1.3721,104.25,0.6631
20-May-94,1.3721,103.97,0.6623
23-May-94,1.3624,104.33,0.6642
24-May-94,1.3602,104.9,0.6641
25-May-94,1.3615,104.5,0.6625
26-May-94,1.3656,104.45,0.6619
27-May-94,1.3648,104.3,0.6625
30-May-94,,,
31-May-94,1.3541,104.74,0.6614
1-Jun-94,1.3512,104.7,0.6591
2-Jun-94,1.3556,104.98,0.663
3-Jun-94,1.3554,105.38,0.6642
6-Jun-94,1.3615,105.25,0.663
7-Jun-94,1.3633,104.9,0.6631
8-Jun-94,1.3628,104.05,0.6639
9-Jun-94,1.3615,104.45,0.6637
10-Jun-94,1.3624,103.7,0.663
13-Jun-94,1.3596,103,0.6578
14-Jun-94,1.3721,102.5,0.6582
15-Jun-94,1.3676,102.78,0.6582
16-Jun-94,1.3689,103.28,0.6579
17-Jun-94,1.3661,102.75,0.6533
20-Jun-94,1.355,101.9,0.65
21-Jun-94,1.3444,101.78,0.6491
22-Jun-94,1.3532,101.17,0.653
